"","page","sales"
"2902","A",20.36
"2903","A",26.34
"2904","A",14.43
"2905","A",13.67
"2906","A",13.64
"2907","A",30.61
"2908","A",20.68
"2909","A",13.75
"2910","A",20.74
"2911","A",13.93
"2912","A",23.38
"2913","A",23.92
"2914","A",28.05
"2915","A",18.86
"2916","A",18.16
"2917","A",22.09
"2918","A",17.87
"2919","A",19.28
"2920","A",17.24
"2921","A",27.89
"2922","A",22.05
"2923","A",16.94
"2924","A",14.25
"2925","A",24.71
"2926","A",18.62
"2927","A",18.62
"2928","A",20.85
"2929","A",10.63
"2930","A",21.36
"2931","A",22.73
"2932","A",26.6
"2933","A",14.39
"2934","A",25.78
"2935","A",17.29
"2936","A",20.25
"2937","A",18.36
"2938","A",28.02
"2939","A",23.48
"2940","A",16.34
"2941","A",14.99
"2942","A",25.7
"2943","A",24.43
"2944","A",13.83
"2945","A",33.44
"2946","A",18.17
"2947","A",11.96
"2948","A",18.93
"2949","A",19.89
"2950","A",23.98
"2951","A",17.41
"2952","A",21.92
"2953","A",28.51
"2954","A",22.47
"2955","A",16.15
"2956","A",15.9
"2957","A",20.3
"2958","A",15.98
"2959","A",21.22
"2960","A",10.79
"2961","A",16.77
"2962","A",14.28
"2963","A",8.59
"2964","A",22.08
"2965","A",12.54
"2966","A",19.85
"2967","A",23.33
"2968","A",14.61
"2969","A",24.55
"2970","A",25.51
"2971","A",10.21
"2972","A",20.93
"2973","A",18.6
"2974","A",20.45
"2975","A",16.59
"2976","A",16.73
"2977","A",20.8
"2978","A",21.95
"2979","A",29.85
"2980","A",13.29
"2981","A",16.49
"2982","A",26.97
"2983","A",28.35
"2984","A",26.11
"2985","A",22.06
"2986","A",19.44
"2987","A",28.25
"2988","A",25.5
"2989","A",21.52
"2990","A",25.05
"2991","A",17.39
"2992","A",17.44
"2993","A",23.56
"2994","A",13.04
"2995","A",22.28
"2996","A",21.06
"2997","A",30.44
"2998","A",18.25
"2999","A",19.52
"3000","A",23.83
"3001","A",25.97
"3002","A",14.5
"3003","A",18.68
"3004","A",23.47
"3005","A",23.21
"3006","A",20.24
"3007","A",22.32
"3008","A",10.99
"3009","A",19.51
"3010","A",18.79
"3011","A",28.11
"3012","A",23.1
"3013","A",24.8
"3014","A",24.54
"3015","A",31.54
"3016","A",25.83
"3017","A",17.41
"3018","A",20.67
"3019","A",19.41
"3020","A",16.62
"3021","A",11.9
"3022","A",19.37
"3023","A",20.52
"3024","A",25.55
"3025","A",19.54
"3026","A",19.91
"3027","A",10.42
"3028","A",17.16
"3029","A",19.14
"3030","A",19.84
"3031","A",31.47
"3032","A",23.32
"3033","A",17.6
"3034","A",20.13
"3035","A",27.91
"3036","A",23.6
"3037","A",10.66
"3038","A",22.35
"3039","A",23.12
"3040","A",25.77
"3041","A",10.76
"3042","A",9.07
"3043","A",23.95
"3044","A",15.14
"3045","A",13.21
"3046","A",17.83
"3047","A",19.05
"3048","A",23.94
"3049","A",10.41
"3050","A",20.28
"3051","A",29.05
"3052","A",20.12
"3053","A",14.87
"3054","A",13.77
"3055","A",20.1
"3056","A",30.44
"3057","A",22.96
"3058","A",24.97
"3059","A",16.43
"3060","A",16.89
"3061","A",24.95
"3062","A",22.6
"3063","A",20.87
"3064","A",18.18
"3065","A",23.85
"3066","A",25.69
"3067","A",24.11
"3068","A",24.84
"3069","A",22.67
"3070","A",19.56
"3071","A",15.49
"3072","A",16.88
"3073","A",20.2
"3074","A",22.16
"3075","A",16.94
"3076","A",18.76
"3077","A",28.12
"3078","A",12.59
"3079","A",14.05
"3080","A",13.86
"3081","A",31.86
"3082","A",12.99
"3083","A",20.15
"3084","A",13.74
"3085","A",13.51
"3086","A",9.29
"3087","A",18
"3088","A",18.83
"3089","A",15.09
"3090","A",22.07
"3091","A",19.11
"3092","A",28.25
"3093","A",20.05
"3094","A",21.31
"3095","A",18.26
"3096","A",17.77
"3097","A",30.34
"3098","A",21.81
"3099","A",19.53
"3100","A",23.91
"3101","A",16.91
"3102","A",22.03
"3103","A",27.41
"3104","A",14.05
"3105","A",14.49
"3106","A",24.72
"3107","A",22.76
"3108","A",24.46
"3109","A",23.62
"3110","A",13.7
"3111","A",18.85
"3112","A",23.19
"3113","A",19.45
"3114","A",13.49
"3115","A",24.07
"3116","A",14.83
"3117","A",34.12
"3118","A",13.29
"3119","A",15.56
"3120","A",21.45
"3121","A",12.88
"3122","A",17.75
"3123","A",17.67
"3124","A",20.16
"3125","A",21.13
"3126","A",25.01
"3127","A",19.47
"3128","A",21
"3129","A",17.79
"3130","A",14.83
"3131","A",26.49
"3132","A",18.15
"3133","A",15.98
"3134","A",15.1
"3135","A",20.93
"3136","A",14.09
"3137","A",20.68
"3138","A",18.71
"3139","A",14.47
"3140","A",19.19
"3141","A",19.68
"3142","A",15.09
"3143","A",16.25
"3144","A",21.5
"3145","A",21.09
"3146","A",18.26
"3147","A",17.25
"3148","A",24.16
"3149","A",25.48
"3150","A",10.24
"3151","A",25.56
"3152","A",15.71
"3153","A",17.84
"3154","A",21.51
"3155","A",16.14
"3156","A",17.61
"3157","A",24.25
"3158","A",24.8
"3159","A",20.93
"3160","A",19.64
"3161","A",15.48
"3162","A",16.04
"3163","A",19.93
"3164","A",25.86
"3165","A",15.63
"3166","A",27.05
"3167","A",17.87
"3168","A",23.28
"3169","A",22.66
"3170","A",22.37
"3171","A",16.29
"3172","A",16.47
"3173","A",26.27
"3174","A",13.47
"3175","A",15.33
"3176","A",23.52
"3177","A",22.41
"3178","A",16.29
"3179","A",18.64
"3180","A",24.88
"3181","A",23.03
"3182","A",15.58
"3183","A",30.72
"3184","A",19.44
"3185","A",22.09
"3186","A",23.82
"3187","A",13.03
"3188","A",14.29
"3189","A",25.11
"3190","A",21.72
"3191","A",23.67
"3192","A",23.53
"3193","A",14.88
"3194","A",19.11
"3195","A",22.08
"3196","A",18.68
"3197","A",23.69
"3198","A",21.77
"3199","A",18.99
"3200","A",22.83
"3201","A",15.55
"3202","A",25.08
"3203","A",22.11
"3204","A",29.17
"3205","A",15.57
"3206","A",8.66
"3207","A",17.49
"3208","A",22.12
"3209","A",31.17
"3210","A",17.48
"3211","A",23.21
"3212","A",20.19
"3213","A",14.82
"3214","A",22.39
"3215","A",26.78
"3216","A",15.54
"3217","A",27.09
"3218","A",19.88
"3219","A",15.25
"3220","A",27.24
"3221","A",27.26
"3222","A",7.48
"3223","A",20.48
"3224","A",11.67
"3225","A",20.42
"3226","A",20.05
"3227","A",18.64
"3228","A",21.49
"3229","A",25.74
"3230","A",15.68
"3231","A",15.4
"3232","A",16.75
"3233","A",16.57
"3234","A",25.18
"3235","A",23.68
"3236","A",17.42
"3237","A",23.58
"3238","A",17.8
"3239","A",13.87
"3240","A",24.34
"3241","A",19.32
"3242","A",17.21
"3243","A",20.15
"3244","A",17.67
"3245","A",19.95
"3246","A",26.01
"3247","A",15.21
"3248","A",14.1
"3249","A",13.12
"3250","A",27.19
"3251","A",21.23
"3252","A",23.87
"3253","A",23.1
"3254","A",20.07
"3255","A",16.29
"3256","A",14.42
"3257","A",20.53
"3258","A",29.62
"3259","A",23.03
"3260","A",21.69
"3261","A",17.72
"3262","A",24.14
"3263","A",18.15
"3264","A",19.85
"3265","A",25.35
"3266","A",22.85
"3267","A",21.94
"3268","A",21.11
"3269","A",14.38
"3270","A",25.29
"3271","A",17.36
"3272","A",23.35
"3273","A",17.89
"3274","A",19.99
"3275","A",19.41
"3276","A",29.15
"3277","A",23.55
"3278","A",16.22
"3279","A",27
"3280","A",25.67
"3281","A",23.42
"3282","A",27.76
"3283","A",13.17
"3284","A",22
"3285","A",15.22
"3286","A",12.62
"3287","A",21.65
"3288","A",30.5
"3289","A",18.51
"3290","A",20.56
"3291","A",24.82
"3292","A",27.65
"3293","A",22.08
"3294","A",15.47
"3295","A",17.39
"3296","A",20
"3297","A",20.17
"3298","A",19.24
"3299","A",19.66
"3300","A",19.89
"3301","A",26.76
"3302","A",29.05
"3303","A",22
"3304","A",10.62
"3305","A",27.53
"3306","A",16.99
"3307","A",15.72
"3308","A",14.19
"3309","A",17.79
"3310","A",15.32
"3311","A",19.2
"3312","A",8.17
"3313","A",19
"3314","A",11.01
"3315","A",25.01
"3316","A",20.15
"3317","A",20.11
"3318","A",25.47
"3319","A",17.82
"3320","A",21.58
"3321","A",17.23
"3322","A",20.32
"3323","A",20.23
"3324","A",20.13
"3325","A",23.38
"3326","A",28.97
"3327","A",22.1
"3328","A",19.57
"3329","A",22.87
"3330","A",21.71
"3331","A",19.06
"3332","A",19.94
"3333","A",32.36
"3334","A",19.65
"3335","A",16.44
"3336","A",25.08
"3337","A",12.3
"3338","A",25.45
"3339","A",15.72
"3340","A",17.8
"3341","A",15.95
"3342","A",18.77
"3343","A",17.73
"3344","A",24.89
"3345","A",19.17
"3346","A",19.93
"3347","A",7.38
"3348","A",18.35
"3349","A",23.29
"3350","A",15.2
"3351","A",31.82
"3352","A",10.71
"3353","A",12.93
"3354","A",20.47
"3355","A",14.34
"3356","A",22.73
"3357","A",17.85
"3358","A",21.16
"3359","A",11.94
"3360","A",27
"3361","A",17.12
"3362","A",19.49
"3363","A",17.53
"3364","A",16.92
"3365","A",16.82
"3366","A",19.08
"3367","A",22.75
"3368","A",20.15
"3369","A",19.76
"3370","A",26.5
"3371","A",18.26
"3372","A",23.98
"3373","A",18.96
"3374","A",23.86
"3375","A",13.26
"3376","A",14.98
"3377","A",17.05
"3378","A",12.97
"3379","A",16.05
"3380","A",20.02
"3381","A",22.36
"3382","A",18.5
"3383","A",5.87
"3384","A",16.27
"3385","A",21.37
"3386","A",12.88
"3387","A",20.42
"3388","A",24.31
"3389","A",10.85
"3390","A",8.62
"3391","A",24.67
"3392","A",9.26
"3393","A",19.05
"3394","A",22.21
"3395","A",18.74
"3396","A",17.7
"3397","A",19.01
"3398","A",24.34
"3399","A",26
"3400","A",16.2
"3401","A",23.08
"3402","A",24.91
"3403","A",19.58
"3404","A",25.23
"3405","A",25.49
"3406","A",14.04
"3407","A",17.14
"3408","A",20.32
"3409","A",19.5
"3410","A",24.22
"3411","A",21
"3412","A",16.42
"3413","A",20.42
"3414","A",26.87
"3415","A",16.36
"3416","A",22.38
"3417","A",18.26
"3418","A",21.52
"3419","A",15.8
"3420","A",19.1
"3421","A",29.86
"3422","A",24.32
"3423","A",22.35
"3424","A",22.13
"3425","A",19.38
"3426","A",18.12
"3427","A",19.39
"3428","A",14.28
"3429","A",13.15
"3430","A",13.66
"3431","A",17.86
"3432","A",20.58
"3433","A",26.39
"3434","A",22.22
"3435","A",17.29
"3436","A",24.95
"3437","A",30.55
"3438","A",16.82
"3439","A",16.68
"3440","A",18.42
"3441","A",20.07
"3442","A",25.77
"3443","A",21.13
"3444","A",17.48
"3445","A",13.51
"3446","A",29.05
"3447","A",17.78
"3448","A",20.57
"3449","A",20.7
"3450","A",12.55
"3451","A",21.68
"3452","A",21.32
"3453","A",12.97
"3454","A",18.75
"3455","A",13.64
"3456","A",15.33
"3457","A",19.13
"3458","A",22.09
"3459","A",25.53
"3460","A",16.46
"3461","A",19.11
"3462","A",28.84
"3463","A",26.72
"3464","A",11.73
"3465","A",14.74
"3466","A",31.7
"3467","A",22.28
"3468","A",19.56
"3469","A",21.58
"3470","A",16.02
"3471","A",11.56
"3472","A",24.07
"3473","A",21.26
"3474","A",18.26
"3475","A",9.9
"3476","A",21.7
"3477","A",22.42
"3478","A",27.95
"3479","A",23.79
"3480","A",23.07
"3481","A",11.34
"3482","A",13.29
"3483","A",25.83
"3484","A",8.87
"3485","A",29.16
"3486","A",10.85
"3487","A",19.95
"3488","A",18.99
"3489","A",25.21
"3490","A",19.14
"3491","A",23.43
"3492","A",17.78
"3493","A",25.73
"3494","A",13.21
"3495","A",16.3
"3496","A",20.75
"3497","A",22.06
"3498","A",23.42
"3499","A",24.18
"3500","A",16.32
"3501","A",19.24
"3502","A",10.65
"3503","A",23.55
"3504","A",18.87
"3505","A",29.56
"3506","A",12.92
"3507","A",13.98
"3508","A",15
"3509","A",20.84
"3510","A",20.26
"3511","A",20.62
"3512","A",20.01
"3513","A",24.23
"3514","A",26.03
"3515","A",21.3
"3516","A",20.29
"3517","A",15.45
"3518","A",20.48
"3519","A",16.29
"3520","A",16.65
"3521","A",18.93
"3522","A",25.29
"3523","A",27.06
"3524","A",21.43
"3525","A",18.62
"3526","A",17.18
"3527","A",15.63
"3528","A",25.37
"3529","A",15.72
"3530","A",17.75
"3531","A",15.29
"3532","A",16.21
"3533","A",19.53
"3534","A",22.46
"3535","A",23.22
"3536","A",19
"3537","A",15.61
"3538","A",15.64
"3539","A",19.7
"3540","A",14.46
"3541","A",22.86
"3542","A",20.34
"3543","A",14.1
"3544","A",15.68
"3545","A",16.47
"3546","A",14.94
"3547","A",16.77
"3548","A",28.29
"3549","A",21.27
"3550","A",21.86
"3551","A",21.65
"3552","A",19.45
"3553","A",9.96
"3554","A",16.03
"3555","A",25.6
"3556","A",30.88
"3557","A",17.7
"3558","A",22.24
"3559","A",19.21
"3560","A",18.02
"3561","A",26.54
"3562","A",18.34
"3563","A",20.48
"3564","A",21.08
"3565","A",21.26
"3566","A",22.44
"3567","A",20.56
"3568","A",13.81
"3569","A",19.41
"3570","A",19.48
"3571","A",12.32
"3572","A",24.83
"3573","A",12.87
"3574","A",16.47
"3575","A",19.43
"3576","A",13.41
"3577","A",22.97
"3578","A",22.91
"3579","A",16
"3580","A",27.18
"3581","A",20.58
"3582","A",21.45
"3583","A",24.16
"3584","A",17.41
"3585","A",17.4
"3586","A",16.42
"3587","A",21.76
"3588","A",13.51
"3589","A",19.5
"3590","A",13.51
"3591","A",18.89
"3592","A",1.35
"3593","A",29.89
"3594","A",24.32
"3595","A",22.48
"3596","A",23.72
"3597","A",19.54
"3598","A",30.7
"3599","A",17.19
"3600","A",17.19
"3601","A",22.26
"3602","A",19.11
"3603","A",24.63
"3604","A",23.1
"3605","A",20.86
"3606","A",23.28
"3607","A",13.81
"3608","A",32.54
"3609","A",23.47
"3610","A",18.59
"3611","A",23.44
"3612","A",19.2
"3613","A",16.08
"3614","A",14.53
"3615","A",26.98
"3616","A",22.21
"3617","A",21.4
"3618","A",16.33
"3619","A",22.12
"3620","A",23.81
"3621","A",18.42
"3622","A",17.82
"3623","A",20.25
"3624","A",13.26
"3625","A",14.05
"3626","A",23.16
"3627","A",20.69
"3628","A",11.05
"3629","A",20.94
"3630","A",21.76
"3631","A",30.41
"3632","A",22.34
"3633","A",25.86
"3634","A",15.93
"3635","A",25.74
"3636","A",15.71
"3637","A",19.33
"3638","A",20.36
"3639","A",20.94
"3640","A",21.66
"3641","A",23.35
"3642","A",18.9
"3643","A",14.44
"3644","A",26.35
"3645","A",16.73
"3646","A",18.31
"3647","A",16.93
"3648","A",18.61
"3649","A",27.75
"3650","A",20.53
"3651","A",16.52
"3652","A",17.63
"3653","A",18.39
"3654","A",12.45
"3655","A",23.97
"3656","A",26.07
"3657","A",21.37
"3658","A",16.99
"3659","A",23.05
"3660","A",15.07
"3661","A",14.83
"3662","A",21.84
"3663","A",16.77
"3664","A",23.78
"3665","A",23.62
"3666","A",19.44
"3667","A",17.02
"3668","A",26.36
"3669","A",17.64
"3670","A",18.12
"3671","A",12.24
"3672","A",17.62
"3673","A",15.38
"3674","A",25.92
"3675","A",14.97
"3676","A",21
"3677","A",17.87
"3678","A",18.53
"3679","A",25.5
"3680","A",15.66
"3681","A",24.09
"3682","A",21.02
"3683","A",22.27
"3684","A",20.47
"3685","A",17.6
"3686","A",13.15
"3687","A",12.24
"3688","A",19.87
"3689","A",13.19
"3690","A",20.99
"3691","A",28.19
"3692","A",20.75
"3693","A",10.89
"3694","A",22.7
"3695","A",17.37
"3696","A",15.33
"3697","A",20.53
"3698","A",24.14
"3699","A",14.8
"3700","A",15.5
"3701","A",12.53
"3702","A",24.86
"3703","A",27.37
"3704","A",16.69
"3705","A",26.67
"3706","A",30.12
"3707","A",20.21
"3708","A",32.1
"3709","A",17.32
"3710","A",16.49
"3711","A",15.74
"3712","A",20.63
"3713","A",20.74
"3714","A",20.17
"3715","A",27.1
"3716","A",14.62
"3717","A",14.87
"3718","A",17.45
"3719","A",18.84
"3720","A",19.46
"3721","A",16.51
"3722","A",19.04
"3723","A",12.47
"3724","A",20.89
"3725","A",20.23
"3726","A",24.73
"3727","A",25.41
"3728","A",20.48
"3729","A",24.86
"3730","A",17.73
"3731","A",29.66
"3732","A",20.74
"3733","A",21.45
"3734","A",16.27
"3735","A",13.36
"3736","A",9.96
"3737","A",21.68
"3738","A",23.23
"3739","A",18.32
"3740","A",21.95
"3741","A",21.87
"3742","A",19.37
"3743","A",20.98
"3744","A",20.95
"3745","A",23.64
"3746","A",10.05
"3747","A",16.8
"3748","A",27.75
"3749","A",24.72
"3750","A",13.34
"3751","A",27.39
"3752","A",20.95
"3753","A",20.81
"3754","A",19.77
"3755","A",21.05
"3756","A",28.49
"3757","A",19.54
"3758","A",23.43
"3759","A",22.88
"3760","A",30.18
"3761","A",11.24
"3762","A",19.27
"3763","A",26.67
"3764","A",12.58
"3765","A",17.6
"3766","A",22.02
"3767","A",19.26
"3768","A",14.91
"3769","A",25.53
"3770","A",15.83
"3771","A",25.71
"3772","A",28.8
"3773","A",23.49
"3774","A",21.94
"3775","A",14.21
"3776","A",24.77
"3777","A",22
"3778","A",12.09
"3779","A",23.11
"3780","A",21.4
"3781","A",19.83
"3782","A",16.23
"3783","A",16.85
"3784","A",18.08
"3785","A",17.37
"3786","A",15.62
"3787","A",21.97
"3788","A",11.32
"3789","A",19.81
"3790","A",23.13
"3791","A",14.81
"3792","A",19.4
"3793","A",20.8
"3794","A",24.38
"3795","A",20.18
"3796","A",24.46
"3797","A",21.93
"3798","A",15.19
"3799","A",17.69
"3800","A",20.26
"3801","A",21.67
"3802","A",15.31
"3803","A",25.62
"3804","A",23.09
"3805","A",27.37
"3806","A",21.48
"3807","A",21.5
"3808","A",17.89
"3809","A",23.54
"3810","A",20.52
"3811","A",22.68
"3812","A",19.48
"3813","A",16.21
"3814","A",26.72
"3815","A",28.71
"3816","A",19.61
"3817","A",28.82
"3818","A",20.15
"3819","A",20.77
"3820","A",20.37
"3821","A",18.68
"3822","A",16.25
"3823","A",19.3
"3824","A",21.36
"3825","A",26.3
"3826","A",21.67
"3827","A",16.66
"3828","A",19.29
"3829","A",30.18
"3830","A",15.64
"3831","A",17.58
"3832","A",16.46
"3833","A",14.61
"3834","A",11.23
"3835","A",33.49
"3836","A",18.57
"3837","A",14.9
"3838","A",20.23
"3839","A",27.94
"3840","A",19.64
"3841","A",14.52
"3842","A",17.16
"3843","A",19.01
"3844","A",23.8
"3845","A",18.99
"3846","A",18.15
"3847","A",26.53
"3848","A",26.24
"3849","A",19.74
"3850","A",22.48
"3851","A",26.04
"3852","A",16.88
"3853","A",27.05
"3854","A",25.48
"3855","A",30.14
"3856","A",26.48
"3857","A",26.42
"3858","A",15.11
"3859","A",16.72
"3860","A",16.79
"3861","A",17.81
"3862","A",19.31
"3863","A",23.82
"3864","A",17.45
"3865","A",23.92
"3866","A",24.6
"3867","A",25.89
"3868","A",22.27
"3869","A",10.4
"3870","A",19.62
"3871","A",20.12
"3872","A",18.82
"3873","A",13.59
"3874","A",12.91
"3875","A",18.74
"3876","A",20.02
"3877","A",26.55
"3878","A",19.62
"3879","A",29.39
"3880","A",25.47
"3881","A",24.55
"3882","A",9.2
"3883","A",14.25
"3884","A",19.94
"3885","A",18.29
"3886","A",19.04
"3887","A",16.66
"3888","A",21.32
"3889","A",26.83
"3890","A",19.51
"3891","A",19.73
"3892","A",22.64
"3893","A",11.79
"3894","A",12.63
"3895","A",20.59
"3896","A",25.04
"3897","A",26.98
"3898","A",26.52
"3899","A",16.62
"3900","A",16.36
"3901","A",25.42
"3902","A",23.5
"3903","A",23.59
"3904","A",22.94
"3905","A",25.32
"3906","A",24.92
"3907","A",21.08
"3908","A",13.75
"3909","A",15.29
"3910","A",17.22
"3911","A",18.89
"3912","A",11.45
"3913","A",21.08
"3914","A",21.47
"3915","A",27.36
"3916","A",12.44
"3917","A",25.6
"3918","A",10.33
"3919","A",18.55
"3920","A",14.49
"3921","A",18.23
"3922","A",11.7
"3923","A",21.81
"3924","A",19.99
"3925","A",14.29
"3926","A",28.44
"3927","A",24.76
"3928","A",14.22
"3929","A",22.36
"3930","A",19.27
"3931","A",18.17
"3932","A",25.21
"3933","A",20.95
"3934","A",11.27
"3935","A",19.63
"3936","A",19.5
"3937","A",15.19
"3938","A",15.01
"3939","A",26.95
"3940","A",19.63
"3941","A",20.77
"3942","A",20.22
"3943","A",17.76
"3944","A",15.85
"3945","A",20.94
"3946","A",18.99
"3947","A",14.4
"3948","A",21.18
"3949","A",26.19
"3950","A",23.84
"3951","A",22.91
"3952","A",20.14
"3953","A",13.69
"3954","A",13.2
"3955","A",17.66
"3956","A",11.46
"3957","A",22.54
"3958","A",11.43
"3959","A",21.93
"3960","A",30.73
"3961","A",26.17
"3962","A",20.91
"3963","A",17.89
"3964","A",18.14
"3965","A",14.3
"3966","A",19.4
"3967","A",16.95
"3968","A",33.56
"3969","A",22.86
"3970","A",17.53
"3971","A",24.86
"3972","A",21.71
"3973","A",17.08
"3974","A",17.48
"3975","A",23.64
"3976","A",19.91
"3977","A",17.21
"3978","A",19.86
"3979","A",19.32
"3980","A",18.63
"3981","A",22.18
"3982","A",34.54
"3983","A",20.36
"3984","A",20.7
"3985","A",17.44
"3986","A",13.58
"3987","A",9.5
"3988","A",14.91
"3989","A",20.95
"3990","A",15.23
"3991","A",20.98
"3992","A",22.04
"3993","A",17.46
"3994","A",18.35
"3995","A",14.29
"3996","A",14.83
"3997","A",25.59
"3998","A",28.9
"3999","A",18.9
"4000","A",10.48
"4001","A",8.36
"4002","A",18.07
"4003","A",19.39
"4004","A",23.09
"4005","A",23.62
"4006","A",16.73
"4007","A",21.46
"4008","A",28.12
"4009","A",14.35
"4010","A",15.07
"4011","A",22.85
"4012","A",15.38
"4013","A",19.66
"4014","A",24.9
"4015","A",20.43
"4016","A",22.71
"4017","A",25.36
"4018","A",23.62
"4019","A",19
"4020","A",23.12
"4021","A",26.13
"4022","A",21.31
"4023","A",16.68
"4024","A",21.15
"4025","A",18.79
"4026","A",19.23
"4027","A",19.08
"4028","A",12.83
"4029","A",11.18
"4030","A",25.34
"4031","A",20.57
"4032","A",26.71
"4033","A",19.06
"4034","A",28.28
"4035","A",26.3
"4036","A",9.96
"4037","A",29.02
"4038","A",20.46
"4039","A",17.99
"4040","A",18.44
"4041","A",12.86
"4042","A",24.24
"4043","A",24.31
"4044","A",16.93
"4045","A",21.35
"4046","A",13.92
"4047","A",11.62
"4048","A",24.71
"4049","A",23.53
"4050","A",21.7
"4051","A",27.18
"4052","A",18.47
"4053","A",21.12
"4054","A",23.72
"4055","A",19.61
"4056","A",12.29
"4057","A",24.76
"4058","A",17.5
"4059","A",14.56
"4060","A",22.14
"4061","A",16.59
"4062","A",23.71
"4063","A",7.1
"4064","A",18.3
"4065","A",13.45
"4066","A",19.3
"4067","A",30.92
"4068","A",23.13
"4069","A",24.38
"4070","A",18.82
"4071","A",23.27
"4072","A",19.93
"4073","A",7.87
"4074","A",18.19
"4075","A",17.87
"4076","A",22.12
"4077","A",19.58
"4078","A",25.45
"4079","A",24.86
"4080","A",22.96
"4081","A",30.79
"4082","A",19.84
"4083","A",17.62
"4084","A",26.32
"4085","A",22.31
"4086","A",21.94
"4087","A",24.26
"4088","A",23.2
"4089","A",17.32
"4090","A",12.39
"4091","A",14.71
"4092","A",15.09
"4093","A",19.56
"4094","A",22.77
"4095","A",13.6
"4096","A",21.37
"4097","A",15.95
"4098","A",26.42
"4099","A",21.22
"4100","A",27.07
"4101","A",19.66
"4102","A",18.7
"4103","A",19.17
"4104","A",15.01
"4105","A",12.44
"4106","A",12.58
"4107","A",20.48
"4108","A",15.9
"4109","A",17.65
"4110","A",20.27
"4111","A",11.48
"4112","A",10.89
"4113","A",31.02
"4114","A",18.54
"4115","A",23.5
"4116","A",24.81
"4117","A",18.99
"4118","A",23.97
"4119","A",19.53
"4120","A",27.12
"4121","A",21.9
"4122","A",12.36
"4123","A",23.17
"4124","A",17.79
"4125","A",17.84
"4126","A",18.3
"4127","A",19.21
"4128","A",17.75
"4129","A",23.17
"4130","A",10.38
"4131","A",14.98
"4132","A",22.31
"4133","A",24.43
"4134","A",11.89
"4135","A",18.94
"4136","A",23.77
"4137","A",13.18
"4138","A",26.24
"4139","A",17.11
"4140","A",22.94
"4141","A",16.63
"4142","A",15.52
"4143","A",22.03
"4144","A",20.72
"4145","A",17.71
"4146","A",16.15
"4147","A",21.98
"4148","A",21.02
"4149","A",20.44
"4150","A",20.13
"4151","A",15.28
"4152","A",25.9
"4153","A",15.14
"4154","A",14.77
"4155","A",19.31
"4156","A",27.6
"4157","A",12.36
"4158","A",21.88
"4159","A",18.92
"4160","A",24.01
"4161","A",15.7
"4162","A",16.47
"4163","A",24.79
"4164","A",15.08
"4165","A",11.13
"4166","A",19.11
"4167","A",18.05
"4168","A",21.28
"4169","A",26.64
"4170","A",13.43
"4171","A",23.57
"4172","A",7.38
"4173","A",17.53
"4174","A",18.92
"4175","A",25.75
"4176","A",24.29
"4177","A",22.33
"4178","A",18.27
"4179","A",23.93
"4180","A",23.48
"4181","A",24.33
"4182","A",24.24
"4183","A",16.05
"4184","A",24.38
"4185","A",25.33
"4186","A",19.41
"4187","A",20.15
"4188","A",24.87
"4189","A",14.98
"4190","A",20.62
"4191","A",10.17
"4192","A",15.84
"4193","A",18.16
"4194","A",20.54
"4195","A",21.47
"4196","A",23.77
"4197","A",23.46
"4198","A",18.49
"4199","A",17.39
"4200","A",11.68
"4201","A",11.6
"4202","A",14.21
"4203","A",22.59
"4204","A",28.16
"4205","A",12.88
"4206","A",23.48
"4207","A",13.5
"4208","A",16.7
"4209","A",22.94
"4210","A",23.78
"4211","A",14.49
"4212","A",18.53
"4213","A",24.18
"4214","A",23
"4215","A",26.45
"4216","A",17.22
"4217","A",19.13
"4218","A",17.11
"4219","A",17.58
"4220","A",27.75
"4221","A",23.56
"4222","A",19.44
"4223","A",21.15
"4224","A",23.4
"4225","A",20.32
"4226","A",28.07
"4227","A",23.01
"4228","A",20.48
"4229","A",21.75
"4230","A",17.51
"4231","A",12.69
"4232","A",23.26
"4233","A",20.33
"4234","A",20.79
"4235","A",22.06
"4236","A",21.89
"4237","A",21.34
"4238","A",23.04
"4239","A",21.56
"4240","A",21.12
"4241","A",12.23
"4242","A",13.81
"4243","A",26.11
"4244","A",16.39
"4245","A",28.28
"4246","A",21.92
"4247","A",24.96
"4248","A",21.74
"4249","A",15.47
"4250","A",23.45
"4251","A",27.35
"4252","A",18.73
"4253","A",22.67
"4254","A",20.12
"4255","A",14.06
"4256","A",26.98
"4257","A",19.19
"4258","A",24.31
"4259","A",10.69
"4260","A",18.08
"4261","A",23.09
"4262","A",20.2
"4263","A",23.95
"4264","A",17.7
"4265","A",17.41
"4266","A",31.59
"4267","A",24.04
"4268","A",21.5
"4269","A",21.45
"4270","A",11.05
"4271","A",24.87
"4272","A",25.93
"4273","A",24.22
"4274","A",15.84
"4275","A",13.35
"4276","A",16.7
"4277","A",17.87
"4278","A",23.56
"4279","A",7.99
"4280","A",22.47
"4281","A",16.67
"4282","A",19.5
"4283","A",31.13
"4284","A",30.44
"4285","A",12.03
"4286","A",20.21
"4287","A",20.57
"4288","A",15.66
"4289","A",12.5
"4290","A",10.17
"4291","A",17.42
"4292","A",30.51
"4293","A",20.44
"4294","A",18.15
"4295","A",29.11
"4296","A",17.8
"4297","A",28.63
"4298","A",17.42
"4299","A",20.05
"4300","A",17.26
"4301","A",32.42
"4302","A",15.98
"4303","A",18.88
